,time,tx,address,rx
38,9.805924,040000000000ce,03000100000001007151000003000000,04000000000000016400a50000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0014000a00140078000f0000006400a50000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0014000800140078000f0000006400a50000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0014000800140078000f0000009600a00000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0000000000000014000f0000039600200000000000000000000000320032000a0000000000030000000000000000000000000064000a00010014001e0000000000000014000f00a0
40,10.263565,0000000000009e,03000100000001004553000001000000,0000000000000000000000000300aa00aa00000000000000050014000a000a000000010000000000000000000c0020003600000064000500000000000000000006002b0006000000000080ffff000000008023
42,10.409458,00000000000058,03000100000001000052000001000000,00000000000042003d00c800a0008c0078003c0002001900000000000800581b000015
44,10.463519,0000000000004a,03000100000001000044000001000000,00000000000046020049ffda
46,10.494313,0000000000006f,03000100000001001851000001000000,000000000000021e1e1e1e1e06001e001e000a00020055
48,10.563806,00000000000070,03000100000001001951000001000000,00000000000080c800750014003200000073
50,10.622017,00000000000076,03000100000001001f51000001000000,000000000000020a001e000500960000000a00320005009600000012
52,10.65004,000000000000d8,03000100000001008052010000000000,00000000000064003c
54,10.682518,000000000000e5,030001000000010080520e0000000000,00000000000085006a
56,10.711073,0000000000007b,03000100000001002253000001000000,000000000000007b
58,10.750567,00000000000067,03000100000001001051000001000000,0000000000004d41000000000000000000006c0000003d2000003d2000006c0000006c000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000f3
60,10.817689,00000000000068,03000100000001001151000001000000,000000000000dc02000017750000000000000000000000000000d713000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000fe6a53077e
62,10.884,00000000000069,03000100000001001251000001000000,000000000000f83f4d006a8b06000000000000000000000000003d2000003d2000000000000000000000000000000000000000000000000000004a0a000000000000000000009a10000068020000de1e00000000000006
64,10.951693,0000000000006a,03000100000001001351000001000000,00000000000004000e00000000000100070008004200ce
66,10.999181,00000000000072,03000100000001001b51000001000000,0000000000000000d0070000000000000300010001000000000000000100010000008c2371092c030c000f000900e4070500710319000200e70739
68,11.079929,00000000000071,03000100000001001a51000001000000,000000000000307500004d4100000c1714000000000000000000db
70,11.110603,0000000000001f,03000100000001000a10000000000000,000000000000434f502030312e3031205665722030352e30322042554c30303107
72,11.151724,000000000000b7,03000100000001006051000001000000,000000000000ffffffff0000000000000000983a000030750000905f010030750000a0bb0d0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029006400b4
74,11.225523,000000000000b9,03000100000001006251000001000000,0000000000000000000000000000000000000000000000000000905f0100905f0100905f0100905f0100905f0100905f0100e0a5010000000000a08c0000000000000000000000000000000000005046000000000000a1
76,11.299768,00000000000059,03000100000001000251000001000000,000000000000714f000042410000dc0200002c480000533400002c48000000000000d913000000000000000000000000000000000000d5
78,11.363575,000000000000d9,03000100000001008053000001000000,0000000000000000000000000000000000000000000000002100112a0c100a00df0705636f6666656520666163746f727920202020202086
80,11.462207,000000000000dd,03000100000001008552000001000000,000000000000aa00580200000000e1
82,11.497573,00000000000074,03000100000001001d51000001000000,00000000000001000001000000000000000000010000000000000077
84,11.538794,000000000000a7,03000100000001005051000001000000,00000000000006000f0f64002f
86,11.580347,00000000000040,03000100000001000139000001000000,00000000000031002c002200210027001f00000000000000000000000000000000000000000000000000000000000000010008000000300035315f30305f32354a
88,11.636976,0000000000000105103b004e,0500010000000100b045000001000000,000000000000fd
90,11.677863,00001000000047,0300010000000100b145000001003b00,000010000000000000000000000000000000000000000000000000000047
92,11.743501,00001000000046,0300010000000100b145000001003a00,000010000000000000000000000000000000000000000000000000000046
94,11.808119,00001000000045,0300010000000100b145000001003900,000010000000000000000000000000000000000000000000000000000045
96,11.870764,00001000000044,0300010000000100b145000001003800,000010000000000000000000000000000000000000000000000000000044
98,11.934249,00001000000043,0300010000000100b145000001003700,000010000000000000000000000000000000000000000000000000000043
100,12.003091,00001000000042,0300010000000100b145000001003600,000010000000000000000000000000000000000000000000000000000042
102,12.078843,00001000000041,0300010000000100b145000001003500,000010000000000000000000000000000000000000000000000000000041
104,12.141757,00001000000040,0300010000000100b145000001003400,000010000000000000000000000000000000000000000000000000000040
106,12.205944,0000100000003f,0300010000000100b145000001003300,00001000000000000000000000000000000000000000000000000000003f
108,12.270318,0000100000003e,0300010000000100b145000001003200,00001000000000000000000000000000000000000000000000000000003e
110,12.325426,0000100000003d,0300010000000100b145000001003100,00001000000000000000000000000000000000000000000000000000003d
112,12.375679,0000100000003c,0300010000000100b145000001003000,00001000000000000000000000000000000000000000000000000000003c
114,12.449328,0000100000003b,0300010000000100b145000001002f00,00001000000000000000000000000000000000000000000000000000003b
116,12.56826,0000100000003a,0300010000000100b145000001002e00,00001000000000000000000000000000000000000000000000000000003a
118,12.619919,00001000000039,0300010000000100b145000001002d00,000010000000000000000000000000000000000000000000000000000039
120,12.685879,00001000000038,0300010000000100b145000001002c00,000010000000000000000000000000000000000000000000000000000038
122,12.748695,00001000000037,0300010000000100b145000001002b00,000010000000000000000000000000000000000000000000000000000037
124,12.815532,00001000000036,0300010000000100b145000001002a00,000010000000000000000000000000000000000000000000000000000036
126,12.877412,00001000000035,0300010000000100b145000001002900,000010000000000000000000000000000000000000000000000000000035
128,12.947321,00001000000034,0300010000000100b145000001002800,000010000000000000000000000000000000000000000000000000000034
130,13.004375,00001000000033,0300010000000100b145000001002700,000010000000000000000000000000000000000000000000000000000033
132,13.068793,00001000000032,0300010000000100b145000001002600,000010000000000000000000000000000000000000000000000000000032
134,13.133943,00001000000031,0300010000000100b145000001002500,000010000000000000000000000000000000000000000000000000000031
136,13.200331,00001000000030,0300010000000100b145000001002400,000010000000000000000000000000000000000000000000000000000030
138,13.258669,0000100000002f,0300010000000100b145000001002300,00001000000000000000000000000000000000000000000000000000002f
140,13.310017,0000100000002e,0300010000000100b145000001002200,00001000000000000000000000000000000000000000000000000000002e
142,13.372937,0000100000002d,0300010000000100b145000001002100,00001000000000000000000000000000000000000000000000000000002d
144,13.43706,0000100000002c,0300010000000100b145000001002000,00001000000000000000000000000000000000000000000000000000002c
146,13.488487,0000100000002b,0300010000000100b145000001001f00,00001000000000000000000000000000000000000000000000000000002b
148,13.547546,0000100000002a,0300010000000100b145000001001e00,00001000000000000000000000000000000000000000000000000000002a
150,13.612354,00001000000029,0300010000000100b145000001001d00,000010000000000000000000000000000000000000000000000000000029
152,13.692384,00001000000028,0300010000000100b145000001001c00,000010000000000000000000000000000000000000000000000000000028
154,13.75258,00001000000027,0300010000000100b145000001001b00,000010000000000000000000000000000000000000000000000000000027
156,13.80201,00001000000026,0300010000000100b145000001001a00,000010000000000000000000000000000000000000000000000000000026
158,13.852061,00001000000025,0300010000000100b145000001001900,000010000000000000000000000000000000000000000000000000000025
160,13.906341,00001000000024,0300010000000100b145000001001800,000010000000000000000000000000000000000000000000000000000024
162,13.963792,00001000000023,0300010000000100b145000001001700,000010000000000000000000000000000000000000000000000000000023
164,14.009437,00001000000022,0300010000000100b145000001001600,000010000000000000000000000000000000000000000000000000000022
166,14.081448,00001000000021,0300010000000100b145000001001500,000010000000000000000000000000000000000000000000000000000021
168,14.142137,00001000000020,0300010000000100b145000001001400,000010000000000000000000000000000000000000000000000000000020
170,14.206193,0000100000001f,0300010000000100b145000001001300,00001000000000000000000000000000000000000000000000000000001f
172,14.255031,0000100000001e,0300010000000100b145000001001200,00001000000000000000000000000000000000000000000000000000001e
174,14.316335,0000100000001d,0300010000000100b145000001001100,00001000000000000000000000000000000000000000000000000000001d
176,14.378051,0000100000001c,0300010000000100b145000001001000,00001000000000000000000000000000000000000000000000000000001c
178,14.446669,0000100000001b,0300010000000100b145000001000f00,00001000000000000000000000000000000000000000000000000000001b
180,14.511204,0000100000001a,0300010000000100b145000001000e00,00001000000000000000000000000000000000000000000000000000001a
182,14.567331,00001000000019,0300010000000100b145000001000d00,000010000000000000000000000000000000000000000000000000000019
184,14.636387,00001000000018,0300010000000100b145000001000c00,000010000000000000000000000000000000000000000000000000000018
186,14.701206,00001000000017,0300010000000100b145000001000b00,000010000000000000000000000000000000000000000000000000000017
188,14.776463,00001000000016,0300010000000100b145000001000a00,000010000000000000000000000000000000000000000000000000000016
190,14.830047,00001000000015,0300010000000100b145000001000900,000010000000000000000000000000000000000000000000000000000015
192,14.881777,00001000000014,0300010000000100b145000001000800,000010000000000000000000000000000000000000000000000000000014
194,14.9546,00001000000013,0300010000000100b145000001000700,000010000000000000000000000000000000000000000000000000000013
196,15.018964,00001000000012,0300010000000100b145000001000600,000010000000000000000000000000000000000000000000000000000012
198,15.072261,00001000000011,0300010000000100b145000001000500,000010000000000000000000000000000000000000000000000000000011
200,15.131269,00001000000010,0300010000000100b145000001000400,000010000000000000000000000000000000000000000000000000000010
202,15.179083,0000100000000f,0300010000000100b145000001000300,00001000000000000000000000000000000000000000000000000000000f
204,15.244004,0000100000000e,0300010000000100b145000001000200,00001000000000000000000000000000000000000000000000000000000e
206,15.304864,0000100000000d,0300010000000100b145000001000100,00001000000000000000000000000000000000000000000000000000000d
208,15.373799,3b001000000049,0300010000000100b145000003000000,0100100000000f
210,15.43474,000000000000010510000016,0500010000000100b345000001000000,00000000000000
212,15.457601,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
214,15.50212,000000000000010510010017,0500010000000100b345000001000000,00000000000000
216,15.538155,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
218,15.582646,000000000000010510020018,0500010000000100b345000001000000,00000000000000
220,15.619355,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
222,15.662331,000000000000010510030019,0500010000000100b345000001000000,00000000000000
224,15.698188,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
226,15.743663,00000000000001051004001a,0500010000000100b345000001000000,00000000000000
228,15.774121,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
230,15.897915,00000000000001051005001b,0500010000000100b345000001000000,00000000000000
232,15.938055,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
234,15.978862,00000000000001051006001c,0500010000000100b345000001000000,00000000000000
236,16.013615,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
238,16.063901,00000000000001051007001d,0500010000000100b345000001000000,00000000000000
240,16.093952,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
242,16.143192,00000000000001051008001e,0500010000000100b345000001000000,00000000000000
244,16.179893,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
246,16.224295,00000000000001051009001f,0500010000000100b345000001000000,00000000000000
248,16.253565,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
250,16.284741,0000000000000105100a0020,0500010000000100b345000001000000,00000000000000
252,16.321783,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
254,16.368966,0000000000000105100b0021,0500010000000100b345000001000000,00000000000000
256,16.403109,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
258,16.448132,0000000000000105100c0022,0500010000000100b345000001000000,00000000000000
260,16.480308,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
262,16.528801,0000000000000105100d0023,0500010000000100b345000001000000,00000000000000
264,16.565304,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
266,16.607877,0000000000000105100e0024,0500010000000100b345000001000000,00000000000000
268,16.639044,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
270,16.688988,0000000000000105100f0025,0500010000000100b345000001000000,00000000000000
272,16.706961,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
274,16.751244,000000000000010510100026,0500010000000100b345000001000000,00000000000000
276,16.782724,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
278,16.832423,000000000000010510110027,0500010000000100b345000001000000,00000000000000
280,16.8628,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
282,16.976559,000000000000010510120028,0500010000000100b345000001000000,00000000000000
284,17.005937,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
286,17.039365,000000000000010510130029,0500010000000100b345000001000000,00000000000000
288,17.057199,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
290,17.103262,00000000000001051014002a,0500010000000100b345000001000000,00000000000000
292,17.138472,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
294,17.184131,00000000000001051015002b,0500010000000100b345000001000000,00000000000000
296,17.219489,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
298,17.263325,00000000000001051016002c,0500010000000100b345000001000000,00000000000000
300,17.300533,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
302,17.345166,00000000000001051017002d,0500010000000100b345000001000000,00000000000000
304,17.374358,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
306,17.426139,00000000000001051018002e,0500010000000100b345000001000000,00000000000000
308,17.455803,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
310,17.490934,00000000000001051019002f,0500010000000100b345000001000000,00000000000000
312,17.522501,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
314,17.563224,0000000000000105101a0030,0500010000000100b345000001000000,00000000000000
316,17.599109,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
318,17.650151,0000000000000105101b0031,0500010000000100b345000001000000,00000000000000
320,17.680884,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
322,17.726333,0000000000000105101c0032,0500010000000100b345000001000000,00000000000000
324,17.762135,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
326,17.806394,0000000000000105101d0033,0500010000000100b345000001000000,00000000000000
328,17.842088,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
330,17.887877,0000000000000105101e0034,0500010000000100b345000001000000,00000000000000
332,17.906286,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
334,17.951234,0000000000000105101f0035,0500010000000100b345000001000000,00000000000000
336,17.987218,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
338,18.099625,000000000000010510200036,0500010000000100b345000001000000,00000000000000
340,18.129505,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
342,18.174759,000000000000010510210037,0500010000000100b345000001000000,00000000000000
344,18.210418,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
346,18.255947,000000000000010510220038,0500010000000100b345000001000000,00000000000000
348,18.287179,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
350,18.320528,000000000000010510230039,0500010000000100b345000001000000,00000000000000
352,18.337746,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
354,18.383426,00000000000001051024003a,0500010000000100b345000001000000,00000000000000
356,18.418557,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
358,18.462345,00000000000001051025003b,0500010000000100b345000001000000,00000000000000
360,18.498583,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
362,18.54111,00000000000001051026003c,0500010000000100b345000001000000,00000000000000
364,18.578656,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
366,18.620299,00000000000001051027003d,0500010000000100b345000001000000,00000000000000
368,18.655246,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
370,18.706607,00000000000001051028003e,0500010000000100b345000001000000,00000000000000
372,18.736386,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
374,18.787073,00000000000001051029003f,0500010000000100b345000001000000,00000000000000
376,18.817598,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
378,18.86634,0000000000000105102a0040,0500010000000100b345000001000000,00000000000000
380,18.878544,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
382,18.929571,0000000000000105102b0041,0500010000000100b345000001000000,00000000000000
384,18.959715,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
386,19.010383,0000000000000105102c0042,0500010000000100b345000001000000,00000000000000
388,19.041233,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
390,19.08907,0000000000000105102d0043,0500010000000100b345000001000000,00000000000000
392,19.183694,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
394,19.215984,0000000000000105102e0044,0500010000000100b345000001000000,00000000000000
396,19.251574,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
398,19.297135,0000000000000105102f0045,0500010000000100b345000001000000,00000000000000
400,19.327683,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
402,19.379519,000000000000010510300046,0500010000000100b345000001000000,00000000000000
404,19.410799,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
406,19.455684,000000000000010510310047,0500010000000100b345000001000000,00000000000000
408,19.492196,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
410,19.534977,000000000000010510320048,0500010000000100b345000001000000,00000000000000
412,19.552726,000000000000fd,0300010000000100b245000001000000,000000000000000000000000000000000000fd
414,19.577594,000000000000b8,03000100000001006052000001000000,00000000000000003c001400000000000300000000000000010028006d005000440044003c00e803e803e8032b001c01e3001c001c001900000000000000430046004300050035004f003d001400000000003c003c000a00640064003c0058020100d50001006400640000000000000000000000000000000000000000000a005500000000002c01640014000a0005000f0064009d
416,19.713277,00000000000091,03000100000001003951000002000000,00000000010092
418,19.738142,0000000000008f,03000100000001003951000000000000,00000000010090
420,19.754985,0000000000008d,03000100000001003751000000000000,0000000000000592
422,19.769531,0000000000008e,03000100000001003751010000000000,00000000000000008e
424,19.801905,0000000000008f,03000100000001003751020000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000078000000000000000000000000000000780000000000000000000000000000007800000000000000000000000000000078000000000000000000000000000000780000000000000000001fff80000000780000000000000000003fffc0ff01fc7fe07f807e0efc3f83be3f0fc1ff83fe7ff0ffe0ff0ffe7fc3ff7f0fe3ff87fe7ff8ffe1ff8ffcffe3fe7f0fe3c38f9c7ff8f1e1e7cfd9f1e3ec7f0fe3c00f00787c00f3c1cf81e0f3c07000e3f01e00783c00f381ef01c0f3807000e3ff1e00783c3ff3ffef01fff3807000e1ff9e00783cfff3ffef01fff3807000e0ffde00783cfff3ffef01fff3807f0fe003de00783de0f3800f01e003807f0fe003cf00783de0f3c00f01e003807f0fe383cf9c783de1f3c1cf00f0e3807f0fe3ffc7fe783cf3f1ffcf00ffe3803fffc3ff87fe783cfff1ffcf007fe3801fff81ff03fc783c7fb0ff8f003fc3800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081
426,19.916462,00000000000090,03000100000001003751030000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e0e00000003c00000000000000000001818000000030000000c0000000000001818000000030000000c0000000000001818000000030000000c0000000000001818000000030000000c00000000c0387e7e0e03801fc1c00c3f07032831e0fc7e7e1f07c01fc3f01e3f1f87ec3330c61818310c40030270330c18c7ec3638861818218860030638638c10c78c2e18821818609820030438e18c10470e6c01831818609820030038c00c30670e6c018318187f9fe00300f8c00c3067064c018318187f9fe00303b8c00c3067064c01831818601800030618c00c306707cc09821818601800030c18c08c304703ce19861818200800030c38e18c30c703c61886181820c830030c38618c10c7018330e61818318c60030e78330c1cc70181e07c18181f07c00307d81e0f0f87018000000000000000000000000000000180000000000000000000000000000001800000000000000000000000000000070000000000000000000000000000001e0000000000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000db
428,20.029415,00000000000091,03000100000001003751040000000000,0000000000005363686165726572000000000000000000000000be
430,20.060066,00000000000092,03000100000001003751050000000000,000000000000000092
432,20.095704,0000000000000b,0300010000000100c045000001000000,0000000000000080701732000a0014001400000000003400c409c409c409c40930089a068105b40417049d033b03ea02a7026e023d021302ef01ce01b201980181016d015a0149013a012c011e0112010000e707020373
434,20.163698,0000000000006b,03000100000001001451000001000000,0000000000000144483cbc0264000a0060
436,20.212998,0000000000008a,03000100000001003053000002000000,0000000001008b
438,20.295239,00000000000088,03000100000001003053000000000000,00000000010089
440,20.329301,000000000000a7,03000100000001004d53000002000000,000000000100a8
442,20.360393,000000000000a5,03000100000001004d53000000000000,000000000100a6
444,20.396087,00000000000052,0300010000000100004c000001000000,000000000000130ce6070c00e70710000a00e00700000c00e807060000000c00ec070400020a69
446,20.450648,000000000000d4,0300010000000100804e000001000000,00000000000000000000000000000a000a00090000000000e8d52900d7
448,20.484896,00000000000069,03000100000001001053000001000000,00000000000000800400000000000000ed
450,20.519418,00000000000001050b000066,0500010000000100004d000001000000,00000000000055
452,20.553787,27000b00000088,0300010000000100014d000003000000,06000b0000003e0001000b000c000e00190002000100000000000000000000000000000000000000000000000000000000000000000000003e00010009000c000e001900020002001a0000000000000000000000000000000000000000000000000000000000000000003e00010036000b000e00190002000100000000000000000000000000000000000000000000000000000000000000000000003e00010033000b000e001900020002001a00000000000000000000000000000000000000000000000000000000000000000076000100060009000e00190002000100000000000000000000000000000000000000000000000000000000000000000000009c
454,20.762757,00000b00000064,0300010000000100014d000001000500,00000b00000076000100060009000e001900020001000000000000000000000000000000000000000000000000000000000000000000000014
456,20.824161,00000000000001050a000065,0500010000000100004d000001000000,00000000000055
